Judul,Link,Link_PDF,Status,Keterangan_Status,Tipe Dokumen,Tahun Terbit,Nomor Peraturan,Bidang Hukum,Tempat Penetapan,Tanggal Penetapan / Pengundangan,Singkatan Jenis / Bentuk Peraturan,Sumber,Bahasa,Nama Pengarang,Tipe Pengarang,Jenis Pengarang,Kata Kunci,Tipe Kata Kunci,Jenis Kata Kunci,Isi UU
Peraturan Menteri ESDM No. 27 Tahun 2009 Tentang Pedoman Pendidikan Dan Pelatihan Terstruktur,https://jdih.esdm.go.id/index.php/web/result/694/detail,https://jdih.esdm.go.id/storage/document/Permen esdm 27 2009.pdf,Peraturan;Dicabut,"Peraturan Menteri ESDM No. 34 Tahun 2016 Tentang Pendidikan dan Pelatihan Teknis Bagi Pegawai Negeri Sipil Bidang Energi dan Sumber Daya Mineral Catatan : Mencabut Permen ESDM No. 27 Th 2009"";; Dicabut Peraturan Menteri ESDM No. 34 Tahun 2016 Tentang Pendidikan dan Pelatihan Teknis Bagi Pegawai Negeri Sipil Bidang Energi dan Sumber Daya Mineral Catatan : Dicabut oleh Permen ESDM No. 34 Th 2016"";",Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-09-30,PERMEN ESDM,LL KESDM BN RI 2009 (334) : 25 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pedoman Pendidikan Dan Pelatihan Terstruktur
Peraturan Menteri ESDM No. 26 Tahun 2009 Tentang Penyediaan dan Pendistribusian Liquefied Petroleum Gas,https://jdih.esdm.go.id/index.php/web/result/693/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 26 2009.pdf,Diubah;Mencabut,Diubah Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 28 Tahun 2021 tentang Perubahan Atas Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 26 Tahun 2009 tentang Penyediaan dan Pendistribusian Liquefied Petroleum Gas; Mencabut Peraturan Menteri ESDM No. 21 Tahun 2007 Tentang Penyelenggaraan Penyediaan dan Pendistribusian Liquefied Petroleum Gas Tabung 3 Kilogram,Peraturan Perundang-undangan,2009,,Minyak dan Gas Bumi,JAKARTA,2009-09-29,PERMEN ESDM,LL KESDM BN RI 2009 (333) : 30 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penyediaan dan Pendistribusian Liquefied Petroleum Gas
Peraturan Menteri ESDM No. 25 Tahun 2009 Tentang Penetapan Dan Pemberlakuan Standar Kurikulum Pendidikan Dan Pelatihan Teknis Bidang Ketenagalistrikan Dan Energi Baru Terbarukan,https://jdih.esdm.go.id/index.php/web/result/692/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 25 2009.pdf,,,Peraturan Perundang-undangan,2009,,Pendidikan dan Pelatihan ESDM,JAKARTA,2009-09-29,PERMEN ESDM,LL KESDM BN RI 2009 (332) : 83 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penetapan Dan Pemberlakuan Standar Kurikulum Pendidikan Dan Pelatihan Teknis Bidang Ketenagalistrikan Dan Energi Baru Terbarukan
Peraturan Menteri ESDM No. 24 Tahun 2009 Tentang Penetapan Dan Pemberlakuan Standar Kurikulum Pendidikan dan Pelatihan Teknis Bidang Geologi,https://jdih.esdm.go.id/index.php/web/result/691/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 24 2009.pdf,,,Peraturan Perundang-undangan,2009,,Pendidikan dan Pelatihan ESDM,JAKARTA,2009-09-29,PERMEN ESDM,LL KESDM BN RI 2009 (331) : 238 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penetapan Dan Pemberlakuan Standar Kurikulum Pendidikan dan Pelatihan Teknis Bidang Geologi
Peraturan Menteri ESDM No. 23 Tahun 2009 Tentang Penetapan Dan Pemberlakuan Standar Kurikulum Pendidikan Dan Pelatihan Teknis Bidang Mineral Dan Batubara,https://jdih.esdm.go.id/index.php/web/result/690/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 23 2009.pdf,,,Peraturan Perundang-undangan,2009,,Pendidikan dan Pelatihan ESDM,JAKARTA,2009-09-29,PERMEN ESDM,LL KESDM BN RI 2009 (330) : 141 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penetapan Dan Pemberlakuan Standar Kurikulum Pendidikan Dan Pelatihan Teknis Bidang Mineral Dan Batubara
Peraturan Menteri ESDM No. 22 Tahun 2009 Tentang Pennetapan Dan Pemberlakuan Standar Kurikulum Pendidikan Dan Pelatihan Inspektur Minyak Dan Gas Bumi,https://jdih.esdm.go.id/index.php/web/result/689/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 22 2009.pdf,,,Peraturan Perundang-undangan,2009,,Pendidikan dan Pelatihan ESDM,JAKARTA,2009-09-29,PERMEN ESDM,LL KESDM BN RI 2009 (329) : 36 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pennetapan Dan Pemberlakuan Standar Kurikulum Pendidikan Dan Pelatihan Inspektur Minyak Dan Gas Bumi
Peraturan Menteri ESDM No. 21 Tahun 2009 Tentang Organisasi Dan Tata Kerja Sekretariat Pengurus Unit Nasional Dan Sekretariat Sub Unit Nasional Korps Pegawai Republik Indonesia Departemen Energi Dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/688/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 21 2009.pdf,,,Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-09-11,PERMEN ESDM,LL KESDM BN RI 2009 (294) : 8 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Organisasi Dan Tata Kerja Sekretariat Pengurus Unit Nasional Dan Sekretariat Sub Unit Nasional Korps Pegawai Republik Indonesia Departemen Energi Dan Sumber Daya Mineral
Peraturan Menteri ESDM No. 20 Tahun 2009 Tentang Susunan Dan Tata Kerja Kelompok Kerja,https://jdih.esdm.go.id/index.php/web/result/687/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 20 2009.pdf,Dicabut;,Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 1 Tahun 2021 tentang Pencabutan Peraturan Menteri Energi dan Sumber Daya Mineral Selaku Ketua Harian Dewan Energi Nasional Nomor 20 Tahun 2009 tentang Susunan Keanggotaan dan Tata Kerja Kelompok Kerja,Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-09-11,PERMEN ESDM,LL KESDM BN RI 2009 (293) : 4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Susunan Dan Tata Kerja Kelompok Kerja
Peraturan Menteri ESDM No. 19 Tahun 2009 tentang Kegiatan Usaha Gas Bumi Melalui Pipa,https://jdih.esdm.go.id/index.php/web/result/686/detail,https://jdih.esdm.go.id/storage/document/Permen esdm 19 2009.pdf,Dicabut;,Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 4 Tahun 2018 tentang Pengusahaan Gas Bumi Pada Kegiatan Usaha Hilir Minyak dan Gas Bumi,Peraturan Perundang-undangan,2009,,Minyak dan Gas Bumi,JAKARTA,2009-08-31,PERMEN ESDM,LL KESDM BN RI 2009 (274) : 15 HLM,Indonesia,Kementerian Energi dan Sumber Daya Mineral (KESDM),Badan Organisasi,Pengarang Utama,Kegiatan Usaha Gas Bumi,Topik,Primary,Kegiatan Usaha Gas Bumi Melalui Pipa
Peraturan Menteri ESDM No. 18 Tahun 2009 Tentang Tata Cara Perubahan Penanaman Modal Dalam Rangka Pelaksanaan Kontrak Karya Dan Perjanjian Karya Pengusahaan Pertambangan Batubara,https://jdih.esdm.go.id/index.php/web/result/685/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 18 2009.pdf,Dicabut;,"Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 34 Tahun 2017 Tentang Perizinan Di Bidang Pertambangan Mineral dan Batubara Catatan : Mencabut 1. Kepmen ESDM No. 1453 K/29/MEM/2000 2. Kepmen ESDM No. 812 K/40/MEM/2003. Dicabut oleh Permen ESDM No. 34 Th 2017"";",Peraturan Perundang-undangan,2009,,Mineral dan Batubara,JAKARTA,2009-08-19,PERMEN ESDM,LL KESDM BN RI 2009 (262) : 20 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Tata Cara Perubahan Penanaman Modal Dalam Rangka Pelaksanaan Kontrak Karya Dan Perjanjian Karya Pengusahaan Pertambangan Batubara
Peraturan Menteri ESDM No. 17 Tahun 2009 Tentang Pemberlakuan Standar Nasional Indonesia Mengenai Luminer Sebagai Standar Wajib,https://jdih.esdm.go.id/index.php/web/result/684/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 17 2009.pdf,Peraturan;Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 2 Tahun 2018 Tentang Pemberlakuan Wajib Standar Nasional Indonesia di Bidang Ketenagalistrikan Catatan : Diubah oleh Permen ESDM No. 21 Thn 2012. Dicabut oleh Permen ESDM No. 2 Tahun 2018"";; Peraturan Menteri ESDM No. 21 Tahun 2012 Tentang Perubahan Atas Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 17 Tahun 2009 Tentang Pemberlakuan Standar Nasional Indonesia Mengenai Luminer Sebagai Standar Wajib Catatan : Mengubah Permen ESDM No. 17 Thn 2009"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 2 Tahun 2018 Tentang Pemberlakuan Wajib Standar Nasional Indonesia di Bidang Ketenagalistrikan Catatan : Diubah oleh Permen ESDM No. 21 Thn 2012. Dicabut oleh Permen ESDM No. 2 Tahun 2018"";",Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-08-11,PERMEN ESDM,LL KESDM BN RI 2009 (250) : 4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pemberlakuan Standar Nasional Indonesia Mengenai Luminer Sebagai Standar Wajib
Peraturan Menteri ESDM No. 16 Tahun 2009 Tentang Pemberlakuan Standar Nasional Indonesia Mengenai Pemutus Sirkit Arus Sisa Tanpa Proteksi Arus Lebih Terpadu Untuk Pemakaian Rumah Tangga Dan Sejenisnya (RCCB) Sebagai Standar Wajib,https://jdih.esdm.go.id/index.php/web/result/683/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 16 2009.pdf,Peraturan;Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 2 Tahun 2018 Tentang Pemberlakuan Wajib Standar Nasional Indonesia di Bidang Ketenagalistrikan Catatan : Diubah oleh Permen ESDM No. 20 Thn 2012. Dicabut oleh Permen ESDM No. 2 Tahun 2018"";; Peraturan Menteri ESDM No. 20 Tahun 2012 Tentang Perubahan Atas Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 16 Tahun 2009 Tentang Pemberlakuan Standar Nasional Indonesia Mengenai Pemutus Sirkit Arus Sisa Tanpa Proteksi Arus Lebih Terpadu Untuk Pemakaian Rumah Tangga Dan Sejenisnya (RCCB) Sebagai Standar Wajib Catatan : Mengubah Permen ESDM No. 16 Thn 2009"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 2 Tahun 2018 Tentang Pemberlakuan Wajib Standar Nasional Indonesia di Bidang Ketenagalistrikan Catatan : Diubah oleh Permen ESDM No. 20 Thn 2012. Dicabut oleh Permen ESDM No. 2 Tahun 2018"";",Peraturan Perundang-undangan,2009,,Ketenagalistrikan,JAKARTA,2009-08-11,PERMEN ESDM,LL KESDM BN RI 2009 (249) : 4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pemberlakuan Standar Nasional Indonesia Mengenai Pemutus Sirkit Arus Sisa Tanpa Proteksi Arus Lebih Terpadu Untuk Pemakaian Rumah Tangga Dan Sejenisnya (RCCB) Sebagai Standar Wajib
Peraturan Menteri ESDM No. 15 Tahun 2009 Tentang Pemberlakuan Standar Nasional Indonesia Mengenai Perlengkapan Kendali Lampu Sebagai Standar Wajib,https://jdih.esdm.go.id/index.php/web/result/682/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 15 2009.pdf,Peraturan;Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 2 Tahun 2018 Tentang Pemberlakuan Wajib Standar Nasional Indonesia di Bidang Ketenagalistrikan Catatan : Diubah oleh Permen ESDM No. 19 Thn 2012. Dicabut oleh Permen ESDM No. 2 Tahun 2018"";; Peraturan Menteri ESDM No. 19 Tahun 2012 Tentang Perubahan Atas Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 15 Tahun 2009 Tentang Pemberlakuan Standar Nasional Indonesia Mengenai Perlengkapan Kendali Lampu Sebagai Standar Wajib Catatan : Mengubah Permen ESDM No. 15 Thn 2009"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 2 Tahun 2018 Tentang Pemberlakuan Wajib Standar Nasional Indonesia di Bidang Ketenagalistrikan Catatan : Diubah oleh Permen ESDM No. 19 Thn 2012. Dicabut oleh Permen ESDM No. 2 Tahun 2018"";",Peraturan Perundang-undangan,2009,,Ketenagalistrikan,JAKARTA,2009-08-11,PERMEN ESDM,LL KESDM BN RI 2009 (248) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pemberlakuan Standar Nasional Indonesia Mengenai Perlengkapan Kendali Lampu Sebagai Standar Wajib
Peraturan Menteri ESDM No. 14 Tahun 2009 Tentang Tugas Dan Fungsi Sekretariat Jenderal Dewan Energi Nasional,https://jdih.esdm.go.id/index.php/web/result/681/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 14 2009.pdf,Dicabut;,Dicabut Peraturan Menteri Enegi dan Sumber Daya Mineral Nomor 37 Tahun 2021 tentang Organisasi dan Tata Kerja Sekretariat Jenderal Dewan Energi Nasional,Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-07-31,PERMEN ESDM,LL KESDM BN RI 2009,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Tugas Dan Fungsi Sekretariat Jenderal Dewan Energi Nasional
Peraturan Menteri ESDM No. 13 Tahun 2009 Tentang Pedoman Penyusunan Rancangan Penetapan Cekungan Air Tanah,https://jdih.esdm.go.id/index.php/web/result/680/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 13 2009.pdf,,,Peraturan Perundang-undangan,2009,,Geologi,JAKARTA,2009-07-14,PERMEN ESDM,LL KESDM BN RI 2009 (190) : 21 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pedoman Penyusunan Rancangan Penetapan Cekungan Air Tanah
Peraturan Menteri ESDM No. 12 Tahun 2009 Tentang Penetapan Indikator Kinerja Utama Dilingkungan Departemen Energi Dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/679/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 12 2009.pdf,Dicabut;,"Dicabut Peraturan Menteri ESDM No. 13 Tahun 2013 Tentang Penetapan Indikator Kinerja Utama Di Lingkungan Kementerian Energi Dan Sumber Daya Mineral Catatan : Dicabut oleh Permen ESDM No. 13 Thn 2013"";",Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-07-14,PERMEN ESDM,LL KESDM BN RI 2009 (189) : 25 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penetapan Indikator Kinerja Utama Dilingkungan Departemen Energi Dan Sumber Daya Mineral
Peraturan Menteri ESDM No. 11 Tahun 2009 Tentang Pedoman Penyelenggaraan Kegiatan Usaha Panas Bumi,https://jdih.esdm.go.id/index.php/web/result/678/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 11 2009.pdf,Peraturan;Diubah,"Peraturan Menteri ESDM No. 18 Tahun 2012 Tentang Perubahan Atas Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 11 Tahun 2009 Tentang Pedoman Penyelenggaraan Kegiatan Usaha Panas Bumi Catatan : Mengubah Permen ESDM No. 11 Thn 2009"";; Diubah Peraturan Menteri ESDM No. 18 Tahun 2012 Tentang Perubahan Atas Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 11 Tahun 2009 Tentang Pedoman Penyelenggaraan Kegiatan Usaha Panas Bumi Catatan : Diubah oleh Permen ESDM No. 18 Thn 2012"";",Peraturan Perundang-undangan,2009,,Geologi,JAKARTA,2009-06-25,PERMEN ESDM,LL KESDM BN RI 2009 (156) : 46 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pedoman Penyelenggaraan Kegiatan Usaha Panas Bumi
Peraturan Menteri ESDM No. 10 Tahun 2009 Tentang Jadwal Retensi Arsip Substantif Penelitian Dan Pengembangan Departemen Energi Dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/677/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 10 2009.pdf,Dicabut;,Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 15 Tahun 2020 tentang Pencabutan Peraturan Menteri Energi dan Sumber Daya Mineral Terkait Jadwal Retensi Arsip Di Lingkungan Kementerian Energi dan Sumber Daya Mineral,Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-05-22,PERMEN ESDM,LL KESDM BN RI 2009 (116) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Jadwal Retensi Arsip Substantif Penelitian Dan Pengembangan Departemen Energi Dan Sumber Daya Mineral
Keputusan Menteri ESDM No. 1837 K/36/MEM/2002 tentang Harga Jual Tenaga Listrik Yang Disediakan Oleh PT Pelayanan Listrik Nasional Batam,https://jdih.esdm.go.id/index.php/web/result/676/detail,https://jdih.esdm.go.id/storage/document/Kepmen 1837 2002.pdf,Dicabut;,"Dicabut Keputusan Menteri ESDM No. 111/K/70/MEM/2003 tentang Pemberlakuan Standar Nasional Indonesia Kompetensi Kerja Tenaga Teknik Khusus Minyak dan Gas Bumi Sebagai Standar Wajib di Bidang Kegiatan Usaha Minyak dan Gas Bumi Catatan : Dicabut oleh Permen ESDM No. 0046 Thn 2005. Mencabut Kepmen ESDM No. 2248 K/46/MEM/2001"";",Peraturan Perundang-undangan,2002,,Ketenagalistrikan,JAKARTA,2002-12-31,KEPMEN ESDM,LL KESDM BN RI 2002 : 9 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Harga Jual Tenaga Listrik Yang Disediakan Oleh PT Pelayanan Listrik Nasional Batam
Peraturan Menteri ESDM No. 0046 Tahun 2005 tentang Harga Jual Tenaga Listrik Yang Disediakan Oleh PT Pelayanan Listrik Nasional Batam,https://jdih.esdm.go.id/index.php/web/result/675/detail,https://jdih.esdm.go.id/storage/document/Permen 46 2005.pdf,Dicabut;,"Dicabut Peraturan Menteri ESDM No. 33 Tahun 2008 Tentang Harga Jual Tenaga Listrik Yang Disediakan Oleh PT Pelayanan Listrik Nasional Batam Catatan : Dicabut oleh Permen ESDM No. 33 Thn 2008. Mencabut Kepmen ESDM No. 1837K /36/MEM/2002"";",Peraturan Perundang-undangan,2005,,Ketenagalistrikan,JAKARTA,2005-12-29,PERMEN ESDM,LL KESDM BN RI 2005 : 8  HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Harga Jual Tenaga Listrik Yang Disediakan Oleh PT Pelayanan Listrik Nasional Batam
"Peraturan Menteri ESDM No. 0042 Tahun 2005 tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Industri Peralatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Manufaktur, Sub Bidang Pengendalian dan Jaminan Mutu, Sub Bidang Penunjang, dan Sub Bidang Perawatan dan Perbaikan Mesin Produksi",https://jdih.esdm.go.id/index.php/web/result/674/detail,https://jdih.esdm.go.id/storage/document/Permen 42 2005.PDF,,,Peraturan Perundang-undangan,2005,,Ketenagalistrikan,JAKARTA,2005-10-06,PERMEN ESDM,LL KESDM BN RI 2005 : 2 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Industri Peralatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Manufaktur, Sub Bidang Pengendalian dan Jaminan Mutu, Sub Bidang Penunjang, dan Sub Bidang Perawatan dan Perbaikan Mesin Produksi"
"Peraturan Menteri ESDM No. 0041 Tahun 2005 tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Industri Pemanfaatan Tenaga Listrik Subb Bidang Penunjang, Sub Bidang Perancang, Sub Bidang Produksi, Sub Bidang Kepastian dan Kendali Mutu, Sub Bidang Perawatan, Perbaikan dan Pemasangan, dan Sub Bidang Koordinasi",https://jdih.esdm.go.id/index.php/web/result/673/detail,https://jdih.esdm.go.id/storage/document/Permen 41 2005.PDF,,,Peraturan Perundang-undangan,2005,,Ketenagalistrikan,JAKARTA,2005-10-06,PERMEN,LL BN RI : 2 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Industri Pemanfaatan Tenaga Listrik Subb Bidang Penunjang, Sub Bidang Perancang, Sub Bidang Produksi, Sub Bidang Kepastian dan Kendali Mutu, Sub Bidang Perawatan, Perbaikan dan Pemasangan, dan Sub Bidang Koordinasi"
"Peraturan Menteri ESDM No. 0040 Tahun 2005 tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Transmisi Tenaga Listrik Sub Bidang Perencanaan, Sub Bidang Konstruksi, Sub Bidang Operasi, Sub Bidang Inspeksi, dan Sub Bidang Pemeliharaan",https://jdih.esdm.go.id/index.php/web/result/672/detail,https://jdih.esdm.go.id/storage/document/Permen 40 2005.PDF,Dicabut;,"Dicabut Peraturan Menteri ESDM No. 45 Tahun 2016 Tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Transmisi Tenaga Listrik Subbidang Pembangunan dan Pemasangan, Subbidang Pemeriksaan dan Pengujian, Subbidang Pengoperasian, Subbidang Pemeliharaan, dan Subbidang Asesor Ketenagalistrikan Catatan : Dicabut oleh Permen ESDM No. 45 Th 2016"";",Peraturan Perundang-undangan,2005,,Ketenagalistrikan,JAKARTA,2005-10-06,PERMEN,LL ESDM BN RI : 2 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Transmisi Tenaga Listrik Sub Bidang Perencanaan, Sub Bidang Konstruksi, Sub Bidang Operasi, Sub Bidang Inspeksi, dan Sub Bidang Pemeliharaan"
Peraturan Menteri ESDM No. 0009 Tahun 2005 tentang Prosedur Pembelian Tenaga Listrik dan/atau Sewa Menyewa Jaringan Dalam Usaha Penyediaan Tenaga Listrik Untuk Kepentingan Umum,https://jdih.esdm.go.id/index.php/web/result/671/detail,https://jdih.esdm.go.id/storage/document/Permen 09 2005.pdf,Mencabut;,"Mencabut Peraturan Menteri PE No. 02.P/03/M.PE/1993 tentang Pelaksanaan Usaha Penyediaan Tenaga Listrik Oleh Swasta dan Koperasi Untuk Kepentingan Umum Catatan : Mencabut Permen PE No. 02.P/03/M.PE/1993"";",Peraturan Perundang-undangan,2005,,-,-,,-,-,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Prosedur Pembelian Tenaga Listrik dan/atau Sewa Menyewa Jaringan Dalam Usaha Penyediaan Tenaga Listrik Untuk Kepentingan Umum
Peraturan Menteri ESDM No. 0001 Tahun 2005 tentang Pelaksanaan Pekerjaan Jaringan Dalam Keadaan Bertegangan,https://jdih.esdm.go.id/index.php/web/result/670/detail,https://jdih.esdm.go.id/storage/document/Permen 01 2005.pdf,,,Peraturan Perundang-undangan,2005,,-,-,,-,-,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pelaksanaan Pekerjaan Jaringan Dalam Keadaan Bertegangan
"Peraturan Menteri ESDM No. 09 Tahun 2009 Tentang Pedoman Pelaksanaan Izin Belajar, Ujian Kenaikan Pangkat Penyesuaian Ijazah Dan Pencantuman Gelar Bagi Pegawai Negeri Sipil Dilingkungan Departemen Energi Dan Sumber Daya Mineral",https://jdih.esdm.go.id/index.php/web/result/669/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 09 2009.pdf,,,Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-05-18,PERMEN ESDM,LL KESDM BN RI 2009 (112) : 22 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Pedoman Pelaksanaan Izin Belajar, Ujian Kenaikan Pangkat Penyesuaian Ijazah Dan Pencantuman Gelar Bagi Pegawai Negeri Sipil Dilingkungan Departemen Energi Dan Sumber Daya Mineral"
"Peraturan Menteri ESDM No. 08 Tahun 2009 Tentang Penetapan Dan Pemberlakuan Standar Latih Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Industri Peralatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Manufaktur, Dan Sub Bidang Pengendalian Dan jaminan Mutu",https://jdih.esdm.go.id/index.php/web/result/668/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 08 2009.pdf,,,Peraturan Perundang-undangan,2009,,Ketenagalistrikan,JAKARTA,2009-04-28,PERMEN ESDM,LL KESDM BN RI 2009 (82) : 563 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan Dan Pemberlakuan Standar Latih Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Industri Peralatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Manufaktur, Dan Sub Bidang Pengendalian Dan jaminan Mutu"
